-1.116395946817478890e-01,-3.845187345416196667e-01,-1.450424120077953294e-02,-9.588540139018997266e-03,1.418789445256023463e-01,-5.405001122445385331e-02,-5.902533912500247393e-01,-3.341257545556043373e-01,-5.071576938789601474e-02,-3.165736356834861764e-01,-2.745692801784699322e-01,7.152116192310176146e-02,5.001957487302322036e-02,-1.087154286305612727e-01,-2.631436452094104705e-02,-5.405001122445385331e-02,-1.142486921688179446e-01,-1.421536931640570156e-01,-8.728738357340415366e-02,-4.792544882718219323e-01
-1.516846454839512193e-01,-3.899092001671163876e-01,-8.559410627447515685e-01,-4.208681975441675993e-01,-4.700726837279657344e-01,-1.647405608497470864e-01,6.504420598501980955e-02,-2.878324668408581699e-01,-4.543064620776633422e-01,-4.208681975441675993e-01,-1.000000000000000000e+00,-1.582636049116650234e-01,-3.447024027649555622e-01,-5.698710420823247524e-01,-5.140875964708127022e-01,9.987731418401057937e-02,3.808289738960590753e-02,-1.711186280929154480e-01,-5.304722568568753793e-01,-4.852654594547145539e-01
-2.180447393048144944e-01,-1.956995582267982980e-01,-2.362902281115614178e-01,-1.532944944499781137e-01,-2.074680910954632695e-01,3.808289738960612958e-02,-1.313022963162512324e-01,-1.313022963162512324e-01,-1.112158879419222757e-02,-1.759904651108801232e-01,-6.340915384021461598e-02,-2.869893680890829302e-01,1.042847205930381715e-01,2.522787420835559402e-02,1.024801593001529731e-01,-4.142892381164535731e-01,-2.426878307794433365e-01,-3.690445473594923254e-01,1.219141419091172018e-01,-1.450004182492767857e-01
-1.637026589749677186e-01,-5.344699456385125780e-01,-1.483559004636845202e-01,-7.408408584950454401e-02,-3.232743577077984432e-01,3.198417170797407394e-02,-1.313022963162512324e-01,-1.313022963162512324e-01,-9.355179017759174265e-03,-2.344293996908770605e-01,-5.196208600090694851e-01,-1.313022963162512324e-01,2.022785176545121022e-01,-1.624748487967941912e-02,-2.719108108555345904e-02,-2.292244310926685458e-01,-2.172980808581277401e-01,1.514706863040053975e-01,-1.313022963162512324e-01,-1.212354166749896045e-01
-1.731126905411082273e-01,-4.792544882718219323e-01,-3.215796077578980672e-01,-2.195777879599877247e-01,-2.849212683718060912e-01,-1.870857419277633937e-01,-1.313022963162512324e-01,-7.104340987720838552e-01,-3.370845647988229832e-02,-4.543064620776633422e-01,-8.036534976987289580e-01,-1.731126905411082273e-01,-1.498722552672414610e-01,-4.208681975441675993e-01,-2.362902281115614178e-01,-4.337232207254176908e-01,-2.575817295199421819e-01,1.368355598545079044e-01,3.808289738960590753e-02,-5.309368431377647912e-02
-6.013961869740691579e-02,2.887597819601623872e-01,9.475803019069917177e-02,-2.175004326614118355e-01,-1.093100981825244622e-01,1.111937952669854734e-01,-1.566285527668600519e-01,1.168957703901329914e-02,2.226608668222118670e-01,-3.835914194223154494e-01,-3.386914315820629406e-01,2.522787420835559402e-02,4.180738373613508418e-01,8.587842679192281281e-02,3.591924780910107362e-01,-8.431402376360608297e-02,-1.074240665830616948e-01,-3.201370652998170030e-02,3.276487986175222744e-01,-3.619318668559295959e-01
-1.313022963162512324e-01,-5.539039282474768067e-01,-3.969899678109780616e-01,-2.924148377189329517e-01,-5.902533912500247393e-01,4.619490547249305301e-02,-1.313022963162512324e-01,3.808289738960590753e-02,1.980799366883290169e-01,-4.076050108817791395e-01,-8.036534976987289580e-01,-9.495283331370341084e-02,-1.733434387058196968e-03,1.313022963162511214e-01,-4.906559250802112748e-01,-7.005791948243011991e-02,-9.148596453958723895e-02,-1.731126905411082273e-01,1.582636049116650234e-01,-2.180447393048144944e-01
-3.447024027649555622e-01,-1.896885870439056765e-01,-1.470685179665536246e-01,-2.390117705689518424e-01,-4.633884564932913008e-01,1.691150017594709176e-01,8.647225104217692859e-02,-2.615498834795719763e-01,-3.752496156929806537e-01,-2.459497403000534543e-01,-8.656567399359784698e-01,-3.392769331351054296e-01,-2.072558164049187468e-02,-1.313022963162512324e-01,6.758375963983165313e-02,-3.865127969898125571e-01,-2.869893680890829302e-01,-1.313022963162512324e-01,5.883925628293402710e-01,-3.882993512010893822e-01
-7.340972134722290043e-03,-3.316464873991596951e-01,-4.669671368864092287e-02,-5.821958039926355966e-02,-5.410489050662266042e-01,-8.819653581408504195e-02,3.808289738960590753e-02,-2.218177680704368493e-01,-5.019259425413058473e-02,-3.945483717671538493e-02,-2.514830038383102373e-01,-2.651811257713359016e-01,2.074680910954631585e-01,-1.434119931807757986e-01,-3.994372581029037583e-02,9.462246137895879983e-02,-1.622612936933024441e-01,-2.509464018084728298e-02,-7.152116192310187248e-02,-1.676517593187991650e-01
-3.072664494498223986e-01,-4.056754218174185578e-01,-1.753172090590983112e-01,-9.915141427988627409e-02,-3.619318668559295959e-01,-2.291378227602941520e-01,-4.056754218174185578e-01,-3.757970129624517153e-01,-1.413691759575129714e-01,-3.382254468268736103e-01,-5.539039282474768067e-01,-4.208681975441675993e-01,-2.278504402631631454e-01,-1.313022963162512324e-01,-4.208681975441675993e-01,-5.740278454306209088e-01,-2.614063989204722382e-01,-3.320695307666654550e-01,-1.711186280929154480e-01,-2.821175310711181439e-01
-3.510804700081238128e-01,-5.902533912500247393e-01,-6.073069953974579160e-01,-4.518271949212187000e-01,-4.852654594547145539e-01,-4.926595514136556941e-01,2.226608668222120890e-01,-6.425409562960472387e-01,-6.664191860292367764e-01,-3.529750550681309829e-01,3.808289738960590753e-02,-9.132575570114368491e-01,-3.768532848013205205e-01,-6.096873738589889680e-01,6.066976507529608931e-02,-3.006874900221083724e-01,8.847587737562112586e-02,-5.614312542339265910e-01,1.000000000000000000e+00,1.090591187278668883e-01
1.009471106449797428e-01,1.024801593001529731e-01,-2.276047741051209217e-01,-1.313022963162512324e-01,-1.490818003678089365e-01,-1.852811806348779733e-01,-1.753172090590983112e-01,-5.335215790797768198e-01,-1.421536931640570156e-01,-4.686637269464843936e-01,-4.208681975441675993e-01,1.582636049116650234e-01,-1.395383889492618490e-02,-7.551885070473918216e-02,-7.789922916627012306e-02,-1.566285527668600519e-01,5.866613874185166999e-02,-1.820014362937726338e-01,3.502356663032122341e-01,-2.692625078898679414e-01
1.582636049116650234e-01,-9.148596453958723895e-02,1.109199471485511346e-01,6.904189476665711922e-02,-2.359282206355073352e-02,4.731557625901898767e-01,-2.514830038383102373e-01,-1.630458108998467104e-01,-7.291600558859678838e-02,-4.747105179674016018e-02,-4.208681975441675993e-01,1.294414678955668752e-01,1.520745244573846744e-01,-1.902386270044892358e-01,-1.207256481068998966e-01,-1.793731175174673176e-01,1.263583890333423998e-01,1.075644649341436221e-01,3.808289738960590753e-02,2.981024508643037585e-02
-1.427483627160202051e-01,-7.596385849558818792e-01,-2.588770957972514886e-01,-6.431830608089550427e-02,-2.320490212293462307e-01,9.786403178275526749e-02,-2.433709957554232028e-01,-6.690503440570416682e-02,-2.151335408357624157e-01,-1.138933069583493163e-01,-6.690503440570416682e-02,-6.690503440570416682e-02,-1.532016976037509082e-02,-3.808289738960601856e-02,1.219141419091172018e-01,-2.168562455025971891e-01,-2.898360931743027002e-01,-8.878203736712753091e-02,-3.201214726310726011e-01,-1.313022963162512324e-01
1.473174252410562879e-01,-4.766516431556795386e-01,-1.087154286305610507e-01,8.647225104217692859e-02,-1.956995582267982980e-01,1.273046075346138117e-01,-4.412505467118673641e-01,8.900301345781924667e-02,-1.112158879419211654e-02,-3.006874900221084834e-01,-7.551885070473918216e-02,-2.554806926199475470e-01,-1.986729180365962577e-01,9.987731418401057937e-02,-8.591993459559488233e-02,-3.471525874409878698e-01,-1.155360746659489513e-01,-1.003432989392001318e-01,9.037046243562851799e-02,-2.124119983783718801e-01
-1.131361607797043423e-01,1.420466765641648088e-02,-1.956995582267982980e-01,-2.151335408357624157e-01,-4.323142639439364610e-01,1.164532106868079175e-01,-5.140875964708127022e-01,-1.538891640019413032e-01,-3.227627161377666365e-01,-2.334239713121467608e-01,-5.046994420636787826e-01,-1.937699691624377163e-01,5.932015353240949196e-03,-3.136282825282810105e-02,-3.158802657488574139e-01,-5.988377182421955602e-02,-2.226608668222120890e-01,-3.529750550681309829e-01,-1.711186280929154480e-01,-6.111455089858142120e-01
-1.467764834983784628e-01,-1.835898613622738429e-01,-1.080876970478172883e-01,-2.509464018084728298e-02,-3.405038217987725879e-01,1.882809354800873969e-02,8.847587737562112586e-02,-5.846524655730611642e-02,1.501515968287778779e-01,-3.341257545556042263e-01,-9.786403178275548953e-02,3.198417170797407394e-02,2.597320052508145238e-02,-1.925466731500723450e-01,7.448370156798223007e-03,-1.219141419091172018e-01,1.313022963162511214e-01,-4.056754218174185578e-01,8.209781013245320835e-02,-2.781006223364185237e-01
-2.088866163623769312e-01,-3.232743577077984432e-01,-6.962657686309459137e-02,-1.313022963162512324e-01,-6.664191860292367764e-01,8.979858652193906110e-02,2.703323043508369938e-01,-2.816953427686746947e-01,-1.231902882333640870e-01,-4.306981873068319588e-01,-3.845187345416196667e-01,-1.820014362937726338e-01,1.882809354800873969e-02,7.789922916626990101e-02,-2.776012136819487885e-01,-2.600968201373452526e-01,5.846524655730589437e-02,-2.109235540392162545e-02,2.988266616014241261e-01,-2.459497403000535654e-01
4.644632856110053609e-03,-6.546506531605718049e-01,2.300549587811531183e-01,-2.030936501857393273e-01,-1.870857419277633937e-01,3.920460605280693400e-01,-8.036534976987289580e-01,-3.564709356336204227e-01,7.373954073674975351e-01,-4.926595514136556941e-01,3.920460605280693400e-01,1.343853751784755968e-01,-1.313022963162512324e-01,2.912993356149742308e-01,-5.513650153703930634e-02,5.751687999857013622e-02,-3.845187345416196667e-01,-3.276487986175223854e-01,-5.902533912500247393e-01,-1.313022963162512324e-01
1.123101490628175547e-01,-4.434550652298575590e-01,-2.308997624860646969e-01,-3.299130604734349381e-01,-4.208681975441675993e-01,-3.882993512010893822e-01,-4.766516431556795386e-01,-1.313022963162512324e-01,-1.409062891625508795e-01,-3.768532848013205205e-01,-5.902533912500247393e-01,-3.544180799561824635e-01,-7.551885070473918216e-02,-2.514830038383102373e-01,-4.626785917690244831e-01,-2.362902281115614178e-01,2.631436452094115808e-02,-3.768532848013205205e-01,-8.798192924779409951e-01,-4.751985798134528149e-01
